label;PCL Intersection;Mesh Intersection;image;location
IREPORT;[3.66732, 0.0192354, 5.90996, 0.0, 85.9533, -130.179];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2713 3014] [2864 3139]]
LOOK;[2.74803, -0.341971, 5.73164, 0.0, 43.1921, -157.116];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[1037  135] [1125  308]]
LOOK;[2.62053, -0.430918, 5.883, 0.0, 43.7703, -154.897];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[1182  163] [1278  272]]
AirQually;[3.30036, -0.2523, 5.92558, 0.0, 66.0567, -141.308];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2363 1652] [2428 1725]]
WWW.MEJIAPERALTA.COM;[3.46881, -0.45552, 5.93168, 0.0, 63.703, -114.947];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3117 1431] [3262 1583]]
197;[3.30908, -0.251027, 5.92559, 0.0, 66.2574, -140.999];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2379 1682] [2431 1714]]
DONOT;[3.50362, -0.148202, 5.91456, 0.0, 75.073, -133.411];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2675 2258] [2703 2323]]
EXHAUST;[3.55479, -0.135145, 5.77218, 0.0, 75.4372, -127.737];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2774 2258] [2812 2363]]
RECIRC-BYPAS;[3.57681, -0.153622, 5.91098, 0.0, 76.7057, -120.957];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2889 2345] [2926 2464]]
SAMPLE;[3.54057, -0.0918758, 5.915, 0.0, 77.9925, -135.705];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2660 2456] [2696 2550]]
PUR;[3.59317, -0.104695, 5.91882, 0.0, 79.2745, -124.662];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2827 2562] [2850 2609]]
SE;[3.59991, -0.0958638, 5.91831, 0.0, 79.8209, -123.906];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2834 2616] [2857 2639]]
IN;[3.60667, -0.0870301, 5.91711, 0.0, 80.2577, -123.44];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2839 2646] [2860 2670]]
PORT;[3.65537, 0.0214928, 5.91309, 0.0, 85.6383, -136.465];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2696 3006] [2815 3109]]
LAB102;[3.67582, 0.012651, 5.90895, 0.0, 85.8378, -122.564];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2779 3030] [2880 3111]]
USE;[3.65034, 0.0324517, 5.91027, 0.0, 85.7229, -144.176];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2683 3042] [2747 3102]]
EMERGENCY;[3.6774, 0.0325821, 5.9094, 0.0, 86.6432, -128.954];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2725 3072] [2873 3188]]
FIRE;[3.68681, 0.0182335, 5.90758, 0.0, 86.4502, -119.153];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2789 3071] [2896 3164]]
H1;[3.65633, 0.0137132, 5.91115, 0.0, 85.2975, -133.097];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[2757 3018] [2785 3044]]
FIRE;[3.42018, -0.947351, 5.97653, 0.0, 49.4457, -106.25];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3794  497] [3882  571]]
AUTION;[3.4346, -0.87358, 5.95794, 0.0, 51.1073, -106.696];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3729  629] [3814  691]]
WER;[3.55783, -0.817069, 5.92959, 0.0, 52.9409, -100.536];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3972  883] [4010  909]]
ON;[3.5662, -0.820458, 5.93785, 0.0, 53.0444, -99.6192];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4012  907] [4040  928]]
120;[3.60213, -0.819042, 5.92249, 0.0, 52.7575, -97.4608];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4093  908] [4165  967]]
CAUTION;[3.55056, -0.801549, 5.95634, 0.0, 53.9509, -101.126];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3898  919] [3964 1001]]
6/N/1002;[3.60922, -0.814082, 5.96148, 0.0, 53.9864, -97.0771];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4070 1014] [4129 1058]]
RABEGB/23/2140-40;[3.6121, -0.789063, 5.95049, 0.0, 54.449, -97.1242];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4018 1028] [4139 1106]]
12/28/P.PM;[3.62124, -0.787777, 5.95172, 0.0, 54.566, -96.5204];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4046 1049] [4151 1122]]
QuetityMor;[3.62492, -0.78232, 5.95337, 0.0, 54.6781, -96.3116];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4065 1074] [4142 1127]]
OFF;[3.71176, -0.701468, 5.83075, 0.0, 54.7443, -90.9225];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4280 1189] [4348 1245]]
Quel;[3.62664, -0.792853, 5.95264, 0.0, 54.4806, -96.0136];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4101 1076] [4141 1103]]
CONTROLATE;[3.47265, -0.450172, 5.93151, 0.0, 63.9736, -114.821];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3147 1476] [3235 1575]]
120VDC1012;[3.60377, -0.514071, 5.89207, 0.0, 62.4809, -101.496];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3597 1535] [3689 1569]]
INPUTPOWER;[3.65505, -0.536013, 5.87303, 0.0, 61.5172, -96.0934];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3772 1539] [3919 1591]]
ON;[3.71706, -0.56085, 5.87448, 0.0, 60.8991, -90.1889];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4039 1623] [4073 1646]]
ON;[3.78373, -0.556853, 5.82005, 0.0, 59.7355, -84.7244];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4267 1675] [4303 1693]]
OFF;[3.72604, -0.546956, 5.89722, 0.0, 61.7684, -89.699];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4011 1687] [4056 1711]]
off;[3.68174, -0.514419, 5.97411, 0.0, 64.518, -93.9751];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3780 1785] [3806 1801]]
Inverter;[3.69532, -0.515267, 5.971, 0.0, 64.2838, -92.5892];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3800 1785] [3880 1822]]
to;[3.68532, -0.498693, 5.94877, 0.0, 64.7507, -93.6441];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3782 1806] [3806 1825]]
outlet;[3.71191, -0.557973, 6.04536, 0.0, 64.0423, -90.7973];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3873 1802] [3933 1832]]
mating;[3.6986, -0.50037, 5.94769, 0.0, 64.5405, -92.3535];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3802 1804] [3875 1845]]
or;[3.71203, -0.505138, 5.95418, 0.0, 64.3654, -91.0197];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3874 1829] [3892 1843]]
connectors;[3.70704, -0.500761, 5.95257, 0.0, 64.701, -91.5243];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3800 1827] [3907 1870]]
myDi;[3.83167, -0.476516, 5.92664, 0.0, 64.7445, -78.6602];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4159 2098] [4203 2123]]
Qoality;[3.82482, -0.464015, 5.92635, 0.0, 65.323, -79.4867];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4101 2105] [4162 2137]]
24VPar-Spity;[3.83304, -0.46231, 5.9256, 0.0, 65.1493, -78.5397];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4112 2111] [4215 2158]]
U;[3.82313, -0.47716, 5.92461, 0.0, 64.5458, -79.7787];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4157 2065] [4174 2079]]
Power;[3.82625, -0.471614, 5.9235, 0.0, 64.7718, -79.4277];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4140 2079] [4187 2105]]
ACCESS;[3.89253, -0.230302, 5.78895, 0.0, 71.3966, -61.6149];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4027 2771] [4102 2806]]
BYPASS;[3.88074, -0.215776, 5.78035, 0.0, 72.2711, -62.233];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3959 2787] [4034 2826]]
RECIRC;[3.88348, -0.231309, 5.88588, 0.0, 73.1502, -62.9183];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3896 2804] [3967 2843]]
PURG;[3.9355, -0.242752, 5.83871, 0.0, 70.6721, -57.1937];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4128 2846] [4208 2894]]
HAUST;[3.88841, -0.186251, 5.8398, 0.0, 74.2486, -58.5829];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3854 2919] [3943 2968]]
SAMPLE;[3.96337, -0.216912, 5.91982, 0.0, 72.2391, -51.2135];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4057 3021] [4162 3077]]
20;[3.81457, -0.687977, 5.73476, 0.0, 52.559, -83.1902];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4719 1263] [4759 1296]]
O;[3.63207, -0.797763, 5.95328, 0.0, 54.3927, -95.9043];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4124 1079] [4138 1093]]
120;[3.81457, -0.687977, 5.73476, 0.0, 52.5863, -83.2493];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4702 1255] [4765 1302]]
OFF;[3.899, -0.689635, 5.80065, 0.0, 53.7998, -77.3523];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4852 1513] [4923 1567]]
ON;[3.91331, -0.609491, 5.81842, 0.0, 56.8785, -74.9219];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4750 1782] [4782 1801]]
OFF;[3.91765, -0.601829, 5.84789, 0.0, 57.6113, -74.0072];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4722 1846] [4772 1873]]
Supply;[3.81682, -0.466319, 5.92858, 0.0, 65.3116, -80.1888];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[4086 2092] [4140 2119]]
00000;[-0.908744, -0.31835, 4.03945, 0.0, -11.1513, -176.096];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[4999 2757] [5263 2822]]
-;[-0.850695, -0.399693, 4.076, 0.0, -10.6776, -175.005];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[5218 2805] [5268 2839]]
FIREPORT;[2.54214, 1.04922, 4.69252, 0.0, -8.94949, 137.703];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1520 2944] [1661 3020]]
CIR;[3.63803, -0.00861872, 4.83035, 0.0, -34.5593, 113.822];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[106 534] [242 648]]
(Combustion;[3.63803, -0.00861872, 4.83035, 0.0, -33.8825, 114.3];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[ 95 591] [292 736]]
MODE;[2.8633, 1.22247, 3.82524, 0.0, -37.1153, 124.08];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[ 965  642] [1027  697]]
GENERAL;[2.8426, 1.20845, 3.83513, 0.0, -36.9413, 125.079];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1026  678] [1089  734]]
Integrat;[3.63803, -0.00861872, 4.83035, 0.0, -33.43, 116.035];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[270 709] [379 800]]
SLEEP;[2.85165, 1.19123, 3.85745, 0.0, -36.5351, 125.071];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1027  719] [1071  762]]
Canon;[2.99843, 0.828791, 4.38608, 0.0, -26.9506, 129.928];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1158 1481] [1305 1636]]
MSRR-1;[2.25181, 1.01354, 3.76233, 0.0, -33.7702, 144.797];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[2208 1154] [2320 1265]]
mbustion;[2.56179, 1.04808, 4.17093, 0.0, -26.9427, 136.761];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1638 1594] [1760 1692]]
Facility;[2.49963, 1.06292, 4.15044, 0.0, -26.3579, 138.168];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1735 1656] [1838 1745]]
FIRE;[2.55275, 1.04917, 4.69415, 0.0, -9.0204, 137.224];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1514 2944] [1592 3000]]
PORT;[2.52422, 1.04598, 4.68961, 0.0, -8.92228, 138.073];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1577 2958] [1664 3017]]
LAB183_;[2.54114, 1.04912, 4.70726, 0.0, -8.31836, 137.524];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1534 3008] [1611 3053]]
D2;[2.51935, 1.04904, 4.71157, 0.0, -8.2046, 138.162];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[1604 3028] [1630 3052]]
FOFLowerRockBashDay;[2.21498, 1.06069, 4.87336, 0.0, -0.381829, 144.405];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[2003 3682] [2075 3698]]
SP;[2.24352, 0.73576, 3.88199, 0.0, -33.1547, 152.995];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[2712 1249] [2803 1321]]
Glocier;[1.8399, 0.689827, 3.95217, 0.0, -26.6886, 159.689];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[3154 1735] [3190 1768]]
16412-303;[1.46314, 1.03077, 4.37029, 0.0, -12.9824, 155.286];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[2873 2710] [2897 2768]]
FIREPORT;[1.72284, 0.969194, 4.72303, 0.0, -5.15033, 154.201];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[2766 3304] [2836 3345]]
Delector;[-0.847777, 0.562348, 3.82046, 0.0, -13.6412, 172.936];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[4139 2651] [4197 2665]]
Rad;[-0.91244, 0.615584, 3.80007, 0.0, -13.6753, 172.371];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[4110 2651] [4138 2665]]
ANT-13;[1.87251, 0.023617, 3.8076, 0.0, -31.6842, 179.626];;data/images/isaac_sci_cam_image_delayed/1657547144.514.jpg;[[4413 1174] [4523 1261]]
FIREPORT;[2.41041, -0.119511, 3.80791, 0.0, -41.2895, -170.315];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[1677  788] [1795  968]]
ANI-13;[1.68529, 0.0797981, 3.85085, 0.0, -28.0232, 179.878];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[ 917 1755] [1002 1798]]
00000;[-0.947569, -0.162837, 4.13895, 0.0, -9.29695, -176.737];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[ 870 3221] [1104 3326]]
PH;[-0.0195927, -0.0926511, 3.96108, 0.0, -14.0296, -177.137];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[ 977 2871] [1044 2900]]
Detector;[3.65994, 0.0439231, 4.8189, 0.0, -12.126, 172.498];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[  19 2964] [  93 2991]]
EMERGENCYUISE;[2.43286, -0.0988876, 3.81145, 0.0, -41.5281, -171.311];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[1632  770] [1722  931]]
LAB103.NY;[2.42338, -0.140768, 3.81235, 0.0, -41.245, -169.341];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[1752  832] [1828  951]]
SINI;[1.87716, -0.966298, 4.73304, 0.0, -4.67442, -149.46];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[3077 3608] [3117 3629]]
OHB;[1.6823, -1.04052, 4.72246, 0.0, -4.45873, -150.106];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[3025 3618] [3077 3654]]
LAS1P3C2;[2.75387, -1.00122, 4.47211, 0.0, -17.5279, -129.98];;data/images/isaac_sci_cam_image_delayed/1657546153.467.jpg;[[4355 2430] [4494 2519]]
Demo;[4.52552, -0.946401, 4.8006, 0.0, -2.08207, -94.8087];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1304   49] [1480  125]]
Tech;[4.56404, -0.944854, 4.80048, 0.0, -2.00199, -92.8232];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1489   63] [1630  125]]
Sensor;[4.60446, -0.942672, 4.80213, 0.0, -2.05339, -90.6392];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1636   56] [1845  126]]
H2;[4.64126, -0.940863, 4.79989, 0.0, -2.05651, -88.82];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1845   58] [1928  125]]
TION;[4.97101, -1.03378, 4.85465, 0.0, 0.775806, -73.2056];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[3060  304] [3164  350]]
OPENING;[4.97292, -1.0203, 4.87491, 0.0, 1.50297, -72.8689];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[3064  359] [3214  417]]
OXY;[4.93362, -1.02649, 5.04352, 0.0, 9.52719, -74.8477];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2930  992] [3014 1035]]
PORT;[4.88153, -1.01759, 5.20123, 0.0, 16.9072, -77.037];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2760 1535] [2864 1578]]
FIRE;[4.8505, -1.00125, 5.19858, 0.0, 17.0706, -78.5022];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2665 1543] [2763 1587]]
IP1_J2;[4.87444, -1.0109, 5.21, 0.0, 17.4648, -77.3876];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2744 1577] [2838 1613]]
OGAH2ST;[4.95175, -1.01999, 5.25658, 0.0, 19.1097, -73.8226];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[3013 1627] [3049 1802]]
ForISSUseOnly;[4.91269, -1.0013, 5.41276, 0.0, 25.8332, -75.879];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2741 2146] [3028 2241]]
AIROUTLET;[4.42695, -0.965683, 5.43292, 0.0, 27.6847, -99.6232];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1241 2426] [1448 2479]]
AUTION;[4.33007, -1.03719, 5.47942, 0.0, 27.8632, -103.622];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[ 988 2497] [1134 2549]]
TRUCTOPENING;[4.33356, -1.03028, 5.49743, 0.0, 28.5584, -103.317];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[ 981 2536] [1205 2607]]
COMPANY;[4.50311, -0.991726, 5.87645, 0.0, 45.1666, -96.438];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1520 3699] [1977 3833]]
To-Kit-Band;[4.34278, -1.0137, 5.21712, 0.0, 17.6201, -103.45];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[ 898 1692] [ 959 1787]]
Power-Sung;[4.33369, -1.02463, 5.22094, 0.0, 17.6934, -103.665];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[ 881 1700] [ 942 1797]]
AIR;[4.40271, -0.994296, 5.4427, 0.0, 27.6194, -100.646];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1236 2443] [1305 2483]]
NOT;[4.33356, -1.03028, 5.49743, 0.0, 28.3522, -103.555];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1044 2541] [1107 2571]]
DO;[4.30968, -1.05093, 5.50169, 0.0, 28.2503, -104.312];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1000 2550] [1040 2574]]
OPENING;[4.3482, -1.04557, 5.50901, 0.0, 28.7057, -102.841];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1068 2553] [1196 2592]]
TRUCT;[4.31259, -1.05607, 5.51305, 0.0, 28.5527, -104.375];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[ 972 2568] [1068 2604]]
OB;[4.29758, -1.00701, 5.48504, 0.0, 28.4278, -105.448];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[ 918 2583] [ 958 2607]]
1020;[4.55915, -1.0234, 5.04554, 0.0, 9.87208, -92.7948];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1623 1057] [1703 1087]]
SEG46116711-302;[4.53126, -1.02112, 5.05825, 0.0, 10.523, -94.2352];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1402 1100] [1718 1151]]
ITU;[4.59683, -1.02081, 5.10175, 0.0, 12.7191, -90.876];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1764 1236] [1892 1323]]
Tuku-Barland/Brewer;[4.70765, -1.01554, 5.24489, 0.0, 19.1905, -85.3988];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2156 1687] [2341 1778]]
W;[4.53914, -1.17146, 5.63451, 0.0, 30.7138, -93.2335];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1785 2597] [1813 2621]]
PARTNOSVE;[4.55252, -0.986435, 5.87783, 0.0, 45.0859, -93.5003];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1867 3707] [1951 3737]]
CABIN;[4.56026, -0.97974, 5.87174, 0.0, 45.2563, -93.3142];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1890 3719] [1959 3752]]
AIR;[4.53648, -1.00274, 5.89299, 0.0, 45.2683, -94.2502];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1850 3735] [1888 3757]]
BACTERIA;[4.51803, -0.984444, 5.87093, 0.0, 45.2077, -95.5952];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1742 3738] [1848 3779]]
SERIAL;[4.4887, -0.995307, 5.87812, 0.0, 44.9452, -97.4478];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1663 3749] [1714 3773]]
ON;[4.47713, -0.983982, 5.86418, 0.0, 44.9286, -98.074];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1639 3761] [1660 3775]]
FILTER;[4.4887, -0.995307, 5.87812, 0.0, 45.1313, -97.2068];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1667 3758] [1741 3792]]
ASSY;[4.47012, -0.985242, 5.86436, 0.0, 45.0631, -98.3833];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1606 3771] [1666 3803]]
ORU;[4.4529, -1.0037, 5.88108, 0.0, 45.0225, -99.3476];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[1555 3785] [1602 3808]]
1;[4.84883, -1.02391, 4.83722, 0.0, -0.158335, -78.7726];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2623  214] [2751  287]]
CH;[4.86567, -1.03265, 4.84315, 0.0, 0.131795, -78.099];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2726  264] [2750  288]]
Sensor;[4.85355, -1.02183, 4.84759, 0.0, 0.273582, -78.5675];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2670  270] [2730  306]]
Tech;[4.83862, -1.02387, 4.85247, 0.0, 0.463238, -79.1416];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2633  290] [2678  319]]
Demo;[4.82871, -1.02549, 4.85224, 0.0, 0.653527, -79.665];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2588  300] [2642  335]]
CA;[4.9455, -1.03859, 4.85492, 0.0, 0.723473, -74.5564];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2984  304] [3033  344]]
Power;[4.81811, -1.02223, 4.85686, 0.0, 0.843867, -80.2418];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2544  317] [2599  350]]
Cable;[4.80315, -1.02386, 4.86155, 0.0, 1.03445, -80.8198];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2499  333] [2552  368]]
NOT;[4.9618, -1.0189, 4.86957, 0.0, 1.2589, -73.4494];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[3063  353] [3122  384]]
CTOPENING;[4.97292, -1.0203, 4.87491, 0.0, 1.64891, -73.0199];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[3045  382] [3204  412]]
OB;[4.92468, -1.03965, 4.87598, 0.0, 1.64417, -75.32];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2930  386] [2970  414]]
TI;[4.9398, -1.03622, 4.87591, 0.0, 1.6458, -74.6915];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[2984  386] [3014  410]]
Mini-PC;[4.96602, -1.02532, 5.01765, 0.0, 8.24822, -73.4481];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[3060  887] [3099  951]]
To.Adito;[4.97271, -1.02822, 5.03471, 0.0, 8.98293, -73.0412];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[3085  933] [3124 1020]]
J6;[4.96757, -1.03023, 5.02949, 0.0, 8.77506, -73.4323];;data/images/isaac_sci_cam_image_delayed/1657550362.181.jpg;[[3066  944] [3091  972]]
